Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Time_Period,Engagement_Class
YouTube,Live,Food,15991,368,1741,598124,4497,82499,21.94,9,Wednesday,5.0,329,Neutral,Mid-tier,True,True,Morning,1
Twitter,Tweet,Travel,3275,17,760,45537,90,183970,2.2,11,Wednesday,8.0,1266,Neutral,Macro,True,False,Morning,0
Twitter,Retweet,Business,401,178,265,2316,339,296176,0.28,11,Wednesday,19.0,743,Positive,Macro,True,False,Morning,0
LinkedIn,Document,Entertainment,1486,148,454,13719,244,450112,0.46,13,Wednesday,7.0,203,Positive,Macro,True,False,Afternoon,0
Twitter,Retweet,Food,2248,255,617,9888,95,429907,0.73,22,Wednesday,12.0,247,Positive,Macro,True,True,Night,0
LinkedIn,Post,Fashion,1712,94,155,27962,11,22969,8.54,23,Wednesday,5.0,1969,Neutral,Micro,True,True,Night,1
TikTok,Duet,Lifestyle,27813,801,3631,119587,1566,348057,9.26,3,Thursday,22.0,157,Negative,Macro,True,False,Night,1
Twitter,Tweet,Fitness,1407,180,242,53076,394,246115,0.74,3,Thursday,14.0,1288,Negative,Macro,True,True,Night,0
LinkedIn,Post,Gaming,498,31,82,6122,54,386226,0.16,4,Thursday,17.0,997,Neutral,Macro,True,False,Night,0
Facebook,Video,Food,1673,191,182,22618,27,91172,2.24,5,Thursday,14.0,258,Negative,Mid-tier,True,False,Morning,0
Instagram,Photo,Education,1243,43,70,16095,569,83417,1.63,8,Thursday,26.0,562,Positive,Mid-tier,True,False,Morning,0
TikTok,Duet,Entertainment,42623,1460,4704,471606,1927,47393,102.94,10,Thursday,10.0,322,Positive,Micro,False,True,Morning,1
LinkedIn,Article,Health,696,84,229,26072,257,208423,0.48,13,Thursday,23.0,1763,Negative,Macro,True,False,Afternoon,0
Twitter,Tweet,Fashion,2164,53,179,49465,186,374538,0.64,19,Thursday,12.0,1583,Neutral,Macro,True,True,Evening,0
Facebook,Story,Education,6639,296,175,5951,270,472910,1.5,0,Friday,11.0,560,Neutral,Macro,True,False,Night,0
Twitter,Thread,Technology,633,84,1584,64043,52,52818,4.36,4,Friday,17.0,429,Positive,Mid-tier,True,False,Night,1
Facebook,Video,Food,3546,284,457,15832,411,74405,5.76,4,Friday,0.0,256,Positive,Mid-tier,True,False,Night,1
Twitter,Thread,Health,4027,37,467,79651,150,222227,2.04,5,Friday,24.0,1873,Neutral,Macro,True,False,Morning,0
Facebook,Live,Health,2557,224,227,29740,325,488102,0.62,5,Friday,28.0,138,Neutral,Macro,True,False,Morning,0
LinkedIn,Article,Fashion,1966,125,12,26638,87,349697,0.6,9,Friday,13.0,695,Positive,Macro,True,False,Morning,0
LinkedIn,Document,Technology,992,103,30,11282,23,480793,0.23,12,Friday,5.0,259,Negative,Macro,True,False,Afternoon,0
Facebook,Video,Technology,2812,95,9,45269,173,211050,1.38,12,Friday,1.0,274,Neutral,Macro,True,False,Afternoon,0
Twitter,Thread,Fitness,4375,64,1569,72442,351,296947,2.02,15,Friday,13.0,1418,Positive,Macro,False,False,Afternoon,0
Facebook,Story,Technology,1590,155,249,37143,227,402749,0.5,17,Friday,2.0,733,Positive,Macro,True,False,Evening,0
TikTok,Stitch,Gaming,9840,153,2797,287294,912,308032,4.15,18,Friday,24.0,108,Positive,Macro,True,True,Evening,1
Facebook,Video,Health,1836,24,694,47208,698,209666,1.22,0,Saturday,22.0,498,Neutral,Macro,True,False,Night,0
Facebook,Live,Lifestyle,1469,205,233,4646,79,266637,0.72,6,Saturday,1.0,71,Negative,Macro,False,False,Morning,0
LinkedIn,Post,Gaming,1051,16,13,24864,196,409467,0.26,8,Saturday,5.0,922,Neutral,Macro,True,False,Morning,0
Facebook,Story,Fitness,3881,343,263,63598,92,188172,2.38,8,Saturday,28.0,137,Negative,Macro,False,False,Morning,1
Facebook,Story,Fashion,2757,346,429,72627,739,225251,1.57,14,Saturday,5.0,985,Positive,Macro,False,False,Afternoon,0
LinkedIn,Document,Travel,31,75,293,28383,33,337870,0.12,16,Saturday,12.0,569,Positive,Macro,True,True,Afternoon,0
Instagram,Carousel,Food,5969,109,26,46632,256,499011,1.22,17,Saturday,15.0,1352,Negative,Macro,True,True,Evening,0
LinkedIn,Post,Technology,1959,93,21,12052,104,116651,1.78,21,Saturday,9.0,264,Neutral,Macro,True,False,Night,0
YouTube,Community Post,Gaming,14782,900,364,128922,2355,394336,4.07,1,Sunday,24.0,663,Positive,Macro,True,False,Night,1
Facebook,Video,Health,5338,211,17,53912,169,343294,1.62,3,Sunday,29.0,183,Positive,Macro,False,False,Night,0
Instagram,Reel,Technology,4847,240,38,17667,814,6986,73.36,4,Sunday,10.0,35,Positive,Nano,True,False,Night,1
Facebook,Post,Education,3229,197,855,26030,402,314632,1.36,4,Sunday,15.0,946,Neutral,Macro,False,False,Night,0
Facebook,Live,Gaming,5203,370,613,42505,247,168892,3.66,5,Sunday,25.0,520,Negative,Macro,True,True,Morning,1
LinkedIn,Post,Entertainment,875,31,337,11236,262,300796,0.41,10,Sunday,15.0,93,Positive,Macro,True,False,Morning,0
Instagram,Carousel,Health,5856,263,212,9974,623,124552,5.08,23,Sunday,15.0,1726,Positive,Macro,True,False,Night,1
Facebook,Live,Education,527,395,898,1504,340,129385,1.41,23,Sunday,18.0,535,Negative,Macro,True,True,Night,0
LinkedIn,Document,Gaming,933,78,381,11982,150,465963,0.3,1,Monday,2.0,1981,Neutral,Macro,True,False,Night,0
Twitter,Retweet,Lifestyle,4715,275,305,92246,84,35705,14.83,8,Monday,21.0,1041,Positive,Micro,True,False,Morning,1
Instagram,Photo,Fashion,9636,261,186,30993,963,275617,3.66,8,Monday,25.0,716,Negative,Macro,False,False,Morning,1
Facebook,Post,Fashion,4383,236,340,27832,31,430797,1.15,8,Monday,29.0,1976,Positive,Macro,False,False,Morning,0
TikTok,Duet,Food,38837,1982,4006,261196,2122,388838,11.53,10,Monday,28.0,410,Positive,Macro,True,False,Morning,1
TikTok,Duet,Sports,36289,129,1118,199549,2771,284088,13.21,20,Monday,24.0,553,Neutral,Macro,True,False,Evening,1
Twitter,Tweet,Travel,1624,137,100,82014,378,370952,0.5,23,Monday,9.0,1003,Positive,Macro,True,False,Night,0
Facebook,Post,Business,673,141,369,70889,382,285583,0.41,1,Tuesday,18.0,1730,Neutral,Macro,True,False,Night,0
Instagram,Reel,Business,3143,260,192,26549,985,293476,1.22,1,Tuesday,29.0,102,Neutral,Macro,True,True,Night,0
YouTube,Video,Health,10320,263,1708,758079,4423,128513,9.56,3,Tuesday,10.0,49,Positive,Macro,True,False,Night,1
YouTube,Video,Lifestyle,9701,862,302,697974,3004,189557,5.73,4,Tuesday,22.0,69,Positive,Macro,True,False,Night,1
LinkedIn,Article,Fashion,1301,140,290,18119,181,302292,0.57,13,Tuesday,23.0,1323,Positive,Macro,True,True,Afternoon,0
Instagram,Reel,Health,8468,367,57,42051,33,12892,68.97,13,Wednesday,28.0,81,Neutral,Micro,True,False,Afternoon,1
YouTube,Community Post,Travel,2703,435,1148,39575,3212,340029,1.26,14,Wednesday,20.0,1656,Positive,Macro,True,False,Afternoon,0
TikTok,Stitch,Travel,35677,883,4696,484177,2467,145280,28.4,14,Wednesday,2.0,72,Neutral,Macro,True,True,Afternoon,1
Instagram,Photo,Food,550,130,53,8583,112,102826,0.71,20,Wednesday,1.0,545,Neutral,Macro,True,True,Evening,0
Twitter,Retweet,Gaming,665,291,724,84442,105,375662,0.45,22,Wednesday,19.0,1546,Positive,Macro,True,True,Night,0
Twitter,Thread,Health,4604,88,1792,43950,226,84008,7.72,8,Thursday,28.0,571,Neutral,Mid-tier,True,False,Morning,1
TikTok,Stitch,Technology,20677,1922,683,183373,2882,144844,16.07,13,Thursday,7.0,261,Positive,Macro,True,True,Afternoon,1
Facebook,Video,Education,4511,300,934,74109,260,314847,1.82,15,Thursday,3.0,316,Neutral,Macro,True,False,Afternoon,0
TikTok,Video,Gaming,19046,814,961,116119,2495,142279,14.63,15,Thursday,24.0,64,Neutral,Macro,False,False,Afternoon,1
Facebook,Video,Business,6731,226,332,46443,81,86009,8.47,17,Thursday,0.0,186,Positive,Mid-tier,True,False,Evening,1
Facebook,Live,Entertainment,4505,145,744,62778,82,110502,4.88,17,Thursday,16.0,341,Neutral,Macro,True,False,Evening,1
Twitter,Tweet,Gaming,581,111,1484,76863,24,180359,1.21,22,Thursday,26.0,1563,Positive,Macro,True,False,Night,0
Instagram,Reel,Entertainment,1039,68,98,11155,914,338899,0.36,5,Friday,1.0,392,Negative,Macro,False,False,Morning,0
Twitter,Thread,Travel,4581,98,1126,17673,360,452805,1.28,13,Friday,21.0,237,Positive,Macro,True,False,Afternoon,0
Facebook,Story,Fitness,7968,386,379,72685,496,400484,2.18,15,Friday,18.0,1447,Neutral,Macro,True,False,Afternoon,0
Twitter,Tweet,Health,649,96,1475,45874,266,383834,0.58,19,Friday,2.0,1645,Neutral,Macro,True,False,Evening,0
Instagram,Reel,Education,865,432,174,15566,473,305165,0.48,2,Saturday,10.0,81,Positive,Macro,True,False,Night,0
TikTok,Video,Sports,46364,167,3713,349162,2338,69416,72.38,5,Saturday,13.0,353,Negative,Mid-tier,True,False,Morning,1
Instagram,Story,Fitness,1255,9,146,26447,488,128474,1.1,9,Saturday,3.0,1134,Neutral,Macro,True,False,Morning,0
YouTube,Live,Fashion,1968,246,496,146354,259,210913,1.28,5,Sunday,0.0,402,Neutral,Macro,True,False,Morning,0
LinkedIn,Article,Food,284,53,180,10648,244,105113,0.49,6,Sunday,3.0,1309,Positive,Macro,True,False,Morning,0
LinkedIn,Poll,Food,1336,34,3,17245,199,412473,0.33,7,Sunday,22.0,1325,Neutral,Macro,True,False,Morning,0
TikTok,Duet,Fitness,11321,1877,2355,106978,530,7226,215.24,15,Sunday,6.0,72,Neutral,Nano,True,True,Afternoon,1
LinkedIn,Post,Lifestyle,1275,14,253,15189,288,273313,0.56,16,Sunday,4.0,603,Neutral,Macro,True,False,Afternoon,0
LinkedIn,Article,Education,1482,143,85,2761,38,368741,0.46,18,Sunday,10.0,683,Neutral,Macro,False,False,Evening,0
Facebook,Video,Technology,1220,59,654,27750,536,69809,2.77,19,Sunday,9.0,48,Positive,Mid-tier,True,False,Evening,1
YouTube,Community Post,Gaming,15863,406,1495,546042,4321,437468,4.06,19,Sunday,12.0,157,Positive,Macro,False,True,Evening,1
Twitter,Retweet,Fashion,3540,213,1104,54648,147,188229,2.58,21,Sunday,9.0,1535,Negative,Macro,True,False,Night,1
TikTok,Video,Food,37378,403,3706,296544,407,276485,15.01,8,Monday,13.0,336,Positive,Macro,True,False,Morning,1
Facebook,Story,Entertainment,828,261,802,22452,397,489584,0.39,16,Monday,16.0,1160,Neutral,Macro,True,False,Afternoon,0
Twitter,Tweet,Travel,4344,218,1292,9752,356,168952,3.46,23,Monday,11.0,300,Positive,Macro,True,True,Night,1
Twitter,Poll,Health,21,147,534,28955,457,150319,0.47,5,Tuesday,8.0,69,Negative,Macro,False,False,Morning,0
Twitter,Retweet,Health,1867,96,177,38336,447,212941,1.0,8,Tuesday,5.0,733,Neutral,Macro,True,True,Morning,0
Facebook,Story,Business,3564,222,463,69574,329,496283,0.86,12,Tuesday,18.0,1120,Negative,Macro,False,True,Afternoon,0
Instagram,Reel,Lifestyle,9405,371,129,40786,156,365841,2.71,14,Tuesday,0.0,288,Positive,Macro,True,False,Afternoon,1
Twitter,Poll,Fitness,3901,152,1866,2999,6,172954,3.42,14,Tuesday,28.0,1985,Positive,Macro,True,False,Afternoon,1
Instagram,Carousel,Education,664,11,165,36758,481,382081,0.22,15,Tuesday,26.0,1795,Positive,Macro,True,True,Afternoon,0
Instagram,Story,Food,1415,181,131,5252,92,301108,0.57,1,Wednesday,9.0,972,Positive,Macro,True,False,Night,0
Instagram,Story,Gaming,8850,313,213,2864,194,419190,2.24,2,Wednesday,11.0,904,Neutral,Macro,True,False,Night,0
Twitter,Thread,Fitness,3350,206,1454,12218,428,196815,2.55,4,Wednesday,17.0,355,Neutral,Macro,True,False,Night,1
Instagram,Story,Fitness,348,343,105,16661,971,325194,0.24,8,Wednesday,29.0,853,Positive,Macro,True,False,Morning,0
TikTok,Duet,Fitness,46013,1368,2181,102052,968,106784,46.41,14,Wednesday,18.0,93,Positive,Macro,True,False,Afternoon,1
Twitter,Thread,Entertainment,2858,4,1157,37994,232,330599,1.22,16,Wednesday,21.0,1598,Neutral,Macro,True,False,Afternoon,0
LinkedIn,Poll,Travel,1524,122,118,7763,238,317272,0.56,0,Thursday,8.0,54,Positive,Macro,False,False,Night,0
TikTok,Stitch,Technology,44520,856,1943,438714,2661,156542,30.23,1,Thursday,10.0,364,Neutral,Macro,True,False,Night,1
TikTok,Stitch,Education,43127,1302,352,141746,956,103234,43.38,3,Thursday,10.0,87,Positive,Macro,True,True,Night,1
LinkedIn,Poll,Fitness,730,125,114,11508,222,328528,0.29,7,Thursday,7.0,1770,Neutral,Macro,False,True,Morning,0
Facebook,Live,Travel,852,130,536,66502,243,16549,9.17,8,Thursday,22.0,77,Positive,Micro,True,True,Morning,1
LinkedIn,Document,Food,113,77,205,3067,286,138092,0.29,10,Thursday,11.0,1700,Neutral,Macro,False,False,Morning,0
TikTok,Duet,Fashion,1119,987,3548,287414,2185,209069,2.7,15,Thursday,6.0,434,Neutral,Macro,True,False,Afternoon,1
Instagram,Story,Education,2896,159,187,26508,78,229098,1.42,17,Thursday,22.0,1082,Negative,Macro,False,False,Evening,0
LinkedIn,Document,Lifestyle,1151,91,341,14612,285,43349,3.65,3,Friday,29.0,764,Positive,Micro,False,False,Night,1
LinkedIn,Post,Fitness,744,70,228,11507,184,115798,0.9,4,Friday,19.0,220,Negative,Macro,False,False,Night,0
YouTube,Community Post,Gaming,9820,682,1587,385891,2523,429532,2.81,11,Friday,1.0,1916,Positive,Macro,True,False,Morning,1
TikTok,Video,Fitness,35901,745,2956,207267,1031,451011,8.78,20,Friday,10.0,450,Positive,Macro,False,False,Evening,1
Facebook,Post,Technology,5680,222,946,18813,770,181126,3.78,22,Friday,14.0,207,Positive,Macro,True,False,Night,1
Instagram,Reel,Health,6102,308,69,18526,343,95345,6.8,22,Friday,20.0,392,Neutral,Mid-tier,True,False,Night,1
Facebook,Story,Fashion,4504,250,899,17262,392,348032,1.62,23,Friday,27.0,1079,Positive,Macro,False,True,Night,0
Facebook,Post,Travel,5109,241,585,47909,227,398357,1.49,2,Saturday,15.0,108,Neutral,Macro,False,True,Night,0
Instagram,Carousel,Gaming,750,61,110,18424,994,429584,0.21,5,Saturday,0.0,1703,Positive,Macro,False,True,Morning,0
Instagram,Story,Fitness,6862,44,174,17770,403,117461,6.03,6,Saturday,17.0,1676,Negative,Macro,False,True,Morning,1
TikTok,Stitch,Education,18101,588,3736,387907,1126,144798,15.49,12,Saturday,26.0,431,Neutral,Macro,True,False,Afternoon,1
YouTube,Live,Technology,15584,750,958,61155,2362,133965,12.91,13,Saturday,14.0,244,Positive,Macro,True,False,Afternoon,1
TikTok,Duet,Sports,12371,1106,4327,299319,773,194354,9.16,14,Saturday,18.0,270,Positive,Macro,True,True,Afternoon,1
Twitter,Retweet,Health,4181,288,1204,98510,47,80619,7.04,14,Saturday,16.0,1795,Neutral,Mid-tier,True,True,Afternoon,1
Facebook,Story,Sports,5698,157,490,50955,19,312340,2.03,15,Saturday,1.0,1894,Positive,Macro,True,True,Afternoon,0
Instagram,Carousel,Fashion,5175,345,37,15162,365,381100,1.46,17,Saturday,20.0,1894,Positive,Macro,False,True,Evening,0
LinkedIn,Article,Entertainment,1246,60,190,18174,130,221673,0.67,2,Sunday,24.0,365,Negative,Macro,False,True,Night,0
Instagram,Photo,Travel,5964,6,23,23239,245,39880,15.03,3,Sunday,8.0,973,Neutral,Micro,True,False,Night,1
Instagram,Story,Fashion,3100,452,32,23976,359,382730,0.94,9,Sunday,19.0,125,Neutral,Macro,True,False,Morning,0
LinkedIn,Post,Education,1886,111,181,8202,41,2575,84.58,13,Sunday,11.0,1586,Neutral,Nano,True,False,Afternoon,1
Instagram,Reel,Technology,1323,486,76,25276,463,312306,0.6,16,Sunday,4.0,477,Positive,Macro,True,False,Afternoon,0
Twitter,Retweet,Business,602,159,23,13342,448,44279,1.77,17,Sunday,25.0,1549,Neutral,Micro,False,False,Evening,0
Instagram,Reel,Entertainment,1831,271,140,18760,253,454217,0.49,20,Sunday,13.0,78,Positive,Macro,True,True,Evening,0
YouTube,Community Post,Lifestyle,2126,347,1578,970846,4807,111487,3.63,2,Monday,25.0,1299,Positive,Macro,True,True,Night,1
Facebook,Story,Lifestyle,7377,60,484,17092,598,242914,3.26,4,Monday,19.0,1755,Neutral,Macro,True,True,Night,1
TikTok,Video,Technology,28725,169,3645,128950,1519,408648,7.96,5,Monday,9.0,355,Negative,Macro,True,False,Morning,1
LinkedIn,Poll,Business,1991,72,487,11149,31,366772,0.7,7,Monday,6.0,276,Positive,Macro,True,True,Morning,0
Facebook,Live,Lifestyle,7352,80,82,55616,795,173151,4.34,9,Monday,4.0,335,Neutral,Macro,True,False,Morning,1
Instagram,Photo,Business,123,443,124,7449,152,42967,1.61,15,Monday,1.0,1620,Neutral,Micro,True,False,Afternoon,0
YouTube,Short,Health,16495,391,1179,216192,4734,442916,4.08,18,Monday,27.0,126,Neutral,Macro,True,False,Evening,1
YouTube,Live,Sports,128,562,1788,434951,2182,28212,8.78,21,Monday,18.0,518,Positive,Micro,True,True,Night,1
Twitter,Tweet,Gaming,1786,122,1162,43801,212,331770,0.93,23,Monday,0.0,1863,Neutral,Macro,True,True,Night,0
Instagram,Story,Entertainment,7648,260,249,5128,50,483045,1.69,3,Tuesday,24.0,841,Positive,Macro,True,False,Night,0
YouTube,Community Post,Lifestyle,8375,389,65,350152,3205,228227,3.87,3,Tuesday,20.0,646,Positive,Macro,True,True,Night,1
Facebook,Live,Education,415,11,257,78500,105,392414,0.17,12,Tuesday,7.0,599,Positive,Macro,True,False,Afternoon,0
LinkedIn,Article,Health,769,137,322,23766,48,20046,6.13,8,Wednesday,27.0,706,Neutral,Micro,True,False,Morning,1
Facebook,Video,Gaming,7127,197,763,65820,375,267294,3.03,8,Wednesday,25.0,188,Neutral,Macro,True,False,Morning,1
Instagram,Reel,Lifestyle,2360,162,119,24501,777,249116,1.06,10,Wednesday,4.0,522,Negative,Macro,False,False,Morning,0
Instagram,Story,Fitness,6316,231,84,5360,667,219752,3.02,11,Wednesday,5.0,56,Positive,Macro,True,False,Morning,1
Facebook,Live,Business,3942,359,524,44884,405,137445,3.51,12,Wednesday,19.0,409,Positive,Macro,False,True,Afternoon,1
Twitter,Retweet,Fashion,1282,101,1025,76439,354,412440,0.58,14,Wednesday,14.0,431,Positive,Macro,True,False,Afternoon,0
TikTok,Stitch,Education,34091,1917,1382,343623,1764,164900,22.67,17,Wednesday,12.0,112,Neutral,Macro,True,False,Evening,1
TikTok,Duet,Food,44613,1283,579,340988,923,457797,10.15,21,Wednesday,1.0,194,Positive,Macro,True,False,Night,1
Instagram,Carousel,Entertainment,8101,466,83,7613,256,29187,29.64,1,Thursday,16.0,1389,Positive,Micro,True,False,Night,1
Twitter,Retweet,Entertainment,3409,284,1785,28180,109,168244,3.26,7,Thursday,15.0,112,Neutral,Macro,False,False,Morning,1
Instagram,Story,Gaming,9211,278,12,47221,447,174074,5.46,8,Thursday,2.0,1830,Positive,Macro,True,True,Morning,1
Instagram,Reel,Business,1992,425,298,18215,732,139793,1.94,11,Thursday,6.0,218,Positive,Macro,True,True,Morning,0
Facebook,Story,Health,2411,77,797,12475,526,469956,0.7,15,Thursday,23.0,1498,Negative,Macro,True,False,Afternoon,0
TikTok,Duet,Travel,31379,1360,1807,80974,1989,425030,8.13,17,Thursday,24.0,259,Positive,Macro,True,False,Evening,1
Instagram,Story,Technology,4130,403,33,11271,62,340109,1.34,0,Friday,7.0,467,Positive,Macro,True,False,Night,0
YouTube,Live,Health,11361,666,493,512133,170,24253,51.62,0,Friday,16.0,455,Neutral,Micro,False,True,Night,1
TikTok,Duet,Health,5163,1595,2010,355579,1308,422837,2.07,5,Friday,25.0,45,Negative,Macro,True,True,Morning,0
TikTok,Video,Business,597,1779,4663,206664,181,156438,4.5,13,Friday,21.0,546,Neutral,Macro,True,False,Afternoon,1
Twitter,Tweet,Sports,2873,236,612,81263,496,120064,3.1,13,Friday,11.0,1091,Neutral,Macro,True,False,Afternoon,1
Facebook,Story,Lifestyle,6790,129,269,68071,771,258108,2.78,18,Friday,7.0,1217,Neutral,Macro,True,False,Evening,1
Instagram,Reel,Gaming,4140,471,229,12875,19,421747,1.15,19,Friday,22.0,592,Neutral,Macro,True,True,Evening,0
TikTok,Stitch,Fitness,12566,238,902,300305,2789,133001,10.31,20,Friday,7.0,102,Positive,Macro,True,False,Evening,1
Facebook,Live,Gaming,5674,331,224,57125,758,354408,1.76,23,Friday,15.0,66,Neutral,Macro,True,False,Night,0
TikTok,Duet,Fashion,45348,236,4566,84029,981,81798,61.31,1,Saturday,13.0,184,Neutral,Mid-tier,True,False,Night,1
Instagram,Reel,Food,7424,39,251,32826,422,371385,2.08,1,Saturday,16.0,466,Positive,Macro,True,True,Night,0
Twitter,Tweet,Business,3581,262,372,53956,315,257683,1.64,2,Saturday,29.0,398,Positive,Macro,True,False,Night,0
Facebook,Live,Fashion,4912,299,601,45897,639,10517,55.26,5,Saturday,25.0,313,Neutral,Micro,True,False,Morning,1
TikTok,Stitch,Sports,10007,472,32,456095,2367,164096,6.41,6,Saturday,16.0,412,Neutral,Macro,True,False,Morning,1
Twitter,Thread,Gaming,1711,246,1900,67640,251,352855,1.09,7,Saturday,14.0,229,Positive,Macro,True,True,Morning,0
Facebook,Video,Lifestyle,7981,146,255,21207,87,104534,8.02,18,Saturday,2.0,209,Positive,Macro,True,False,Evening,1
YouTube,Community Post,Food,19860,533,95,478060,4808,231144,8.86,19,Saturday,9.0,1342,Negative,Macro,False,False,Evening,1
YouTube,Short,Education,4797,301,1152,790266,4736,351334,1.78,19,Saturday,29.0,549,Positive,Macro,True,False,Evening,0
Twitter,Poll,Sports,3389,25,114,50203,431,461309,0.76,11,Sunday,29.0,1370,Positive,Macro,True,False,Morning,0
Twitter,Tweet,Sports,3914,264,88,15481,497,259987,1.64,13,Sunday,25.0,1825,Negative,Macro,False,False,Afternoon,0
Facebook,Post,Business,6197,223,964,15429,17,165915,4.45,13,Sunday,22.0,1000,Negative,Macro,True,True,Afternoon,1
Instagram,Reel,Business,933,13,192,9915,855,468634,0.24,13,Sunday,8.0,525,Negative,Macro,True,False,Afternoon,0
Facebook,Video,Gaming,7655,97,497,53021,157,467902,1.76,23,Sunday,29.0,340,Positive,Macro,True,True,Night,0
Facebook,Video,Fitness,6935,284,748,63309,515,138771,5.74,0,Monday,24.0,563,Negative,Macro,True,False,Night,1
TikTok,Duet,Entertainment,44692,807,2523,338393,1975,160572,29.91,0,Monday,26.0,199,Neutral,Macro,True,False,Night,1
Facebook,Post,Health,7278,270,132,20146,242,175208,4.38,6,Monday,25.0,928,Positive,Macro,True,False,Morning,1
TikTok,Duet,Fashion,9738,357,4809,149294,962,33088,45.04,10,Monday,1.0,387,Neutral,Micro,True,False,Morning,1
Facebook,Video,Food,3672,289,68,46623,567,468048,0.86,12,Monday,9.0,147,Neutral,Macro,True,True,Afternoon,0
Facebook,Post,Gaming,2407,146,440,21415,496,476294,0.63,13,Monday,6.0,1465,Positive,Macro,False,False,Afternoon,0
TikTok,Duet,Business,30896,1051,1577,88127,1730,310168,10.81,19,Monday,5.0,234,Positive,Macro,True,True,Evening,1
Instagram,Carousel,Fitness,9196,201,43,22231,203,71232,13.25,3,Tuesday,13.0,645,Neutral,Mid-tier,True,False,Night,1
